store_id;hub_id;store_name;store_segment;store_plan_price;store_latitude;store_longitude
684;17;RIZIGIMO ;GOOD;29.9;-23.599.551;-46.636.755
685;20;CICIU SZIS ;GOOD;29.9;-22.996.848;-43.361.197
686;29;RIMUIMI GRALA;FOOD;49.9;-23.561.053;-46.558.976
687;17;LUPI ;GOOD;29.9;-23.599.551;-46.636.755
689;17;RIRIMI ;GOOD;29.9;-23.599.551;-46.636.755
690;29;EAVAMI FIGOI ;FOOD;49.9;-23.561.053;-46.558.976
692;29;PIULIMGURAU CIRAICI ;FOOD;49.9;-23.561.053;-46.558.976
693;29;EURECA ;GOOD;29;-23.561.053;-46.558.976
695;5;PILAS SUCIS ;FOOD;49;-23.004.907;-43.318.364
697;21;ZIPU ;GOOD;29.9;-23.550.407;-46.721.291
700;21;CZALLA PUIMS ;GOOD;29.9;-23.550.407;-46.721.291
701;21;SMIRPIAMU ;GOOD;29.9;-23.550.407;-46.721.291
702;21;EUCI SGAM ;GOOD;;-23.550.407;-46.721.291
706;17;AR CIM ;GOOD;29.9;-23.599.551;-46.636.755
707;33;IUMPICA ;FOOD;;-23.579.067;-46.594.006
716;33;EA CUMUI ;FOOD;49.9;-23.579.067;-46.594.006
728;33;GUMOUA ;FOOD;49.9;-23.579.067;-46.594.006
735;33;IRIR OIS PUOUMIS ;FOOD;49.9;-23.579.067;-46.594.006
739;16;GIPUMZIGUM ;GOOD;29;-23.020.709;-434.897
745;3;IGUAI VUMURAMIRAI ;GOOD;;-30.037.362;-51.204.753
747;21;IRUZZI ;GOOD;29.9;-23.550.407;-46.721.291
748;27;LI PISMI GAIMOI ;FOOD;49.9;-23.622.995;-46.699.204
753;3;PF PIR FIVIR ;FOOD;0;-30.038.145;-5.120.352
754;13;GIPUMZIGUM ;GOOD;;-22.887.521;-43.283.366
762;26;CZALLA PUIMS ;GOOD;29.9;-23.563.758;-46.652.621
763;26;CISI PIUEUEMI ;GOOD;49.9;-23.563.758;-46.652.621
767;29;PASSIMA ;FOOD;49.9;-23.561.053;-46.558.976
771;27;MISQUAMZI DA USQUAMI ;FOOD;49.9;-23.622.995;-46.699.204
773;18;OU SALVI ;FOOD;49;-2.294.733;-43.183.534
780;29;GARIOLIS ;FOOD;;-23.561.053;-46.558.976
783;22;VUZPI ;FOOD;49;-23.000.149;-43.381.736
785;33;ARE TRAMUO ;FOOD;49.9;-23.579.067;-46.594.006
786;33;LU PUMAM RICIRIMS ;GOOD;49.9;-23.579.067;-46.594.006
787;33;PUGOIE ;FOOD;49.9;-23.579.067;-46.594.006
790;33;MZU SMUIG FICMIRO ;FOOD;49.9;-23.579.889;-46.594.297
791;8;PULGAIM SIOLLU ;FOOD;0;-22.921.475;-43.234.822
792;13;CIOLAMISM ;FOOD;0;-22.887.521;-43.283.366
801;20;CIMUAMI PUIMISURI ;FOOD;49;-22.996.848;-43.361.197
802;20;PIAMUARIS CIFO ;FOOD;49;-22.996.848;-43.361.197
804;18;MOIRI MPECILIMU PIR ;FOOD;49;-2.294.733;-43.183.534
806;27;IMLAIZA;GOOD;;;
807;29;ZIMRPI;GOOD;;;
808;28;ROICIPIP;GOOD;;;
809;25;GARPI ;GOOD;29.9;-23.570.765;-46.642.043
810;22;PIULIMGURAU ;FOOD;49;-23.001.696;-43.386.494
811;8;CISI DA PRUSI ;GOOD;0.01;-22.921.475;-43.234.822
824;26;RUMOU VUREU ;GOOD;29.9;-23.563.758;-46.652.621
828;20;MUI SZIP ;GOOD;;-22.996.848;-43.361.197
832;27;RUSURVI FLIRIA;GOOD;29.9;-23.622.995;-46.699.204
837;33;SMIR PIAMU ;GOOD;29;-23.579.067;-46.594.006
840;26;SIZMUO RICAUMS ;FOOD;49.9;-23.563.758;-46.652.621
845;13;RUA DA RIMU ;FOOD;;-22.887.521;-43.283.366
847;13;GIGIRUS ;GOOD;29;-22.887.521;-43.283.366
850;22;CIRIRIOU CIRIROI ;FOOD;49;-23.001.696;-43.386.494
859;20;CIRIRIOU CIRIROI ;FOOD;49.9;-22.996.848;-43.361.197
864;3;RIC IME CZASU ;FOOD;0.01;-30.038.145;-5.120.352
869;18;PILIOU RAS ;FOOD;49;-2.294.733;-43.183.534
870;18;CUSMUI ;FOOD;49;-22.949.297;-43.188.152
875;31;RIRURIMUA ;FOOD;49.9;-23.631.835;-46.735.203
876;26;IVIMAR ;GOOD;29.9;-23.569.798;-46.659.254
877;33;IVIMAR ;GOOD;29;-23.579.067;-46.594.006
879;28;RISIRA ;FOOD;49.9;-23.595.775;-46.685.984
882;35;RUGIRIMA ;FOOD;49;-2.297.315;-43.370.811
883;35;GIMA ;FOOD;49;-2.297.315;-43.370.811
886;35;RC OUMILEES ;FOOD;;-2.297.315;-43.370.811
894;35;MRIMUIRAI ;FOOD;49;-2.297.315;-43.370.811
902;8;MRIRI LIP ;GOOD;29;-22.921.475;-43.234.822
903;35;PILITAMZI ;FOOD;49;-2.297.315;-43.370.811
904;25;CAIRIR PIPO ;GOOD;29;-23.570.765;-46.642.043
911;28;RCOUMILES ;FOOD;0;-23.595.775;-46.685.984
912;3;MURPURI OUS GURAIS ;FOOD;49;-30.035.516;-51.204.007
913;27;PAMACIS ;GOOD;29.9;-23.622.995;-46.699.204
915;25;GRIME CRU ;GOOD;29.9;-23.570.765;-46.642.043
918;27;USIFLUS ;GOOD;;-23.622.995;-46.699.204
921;29;GRIME CRU ;GOOD;29.9;-23.561.053;-46.558.976
923;3;GRIME CRU ;GOOD;29.9;-30.027.068;-5.119.292
924;29;LIFM ;GOOD;29;-23.561.053;-46.558.976
931;31;GUMOUA E ISIM ;FOOD;49.9;-23.631.835;-46.735.203
933;31;SUPSIO ;FOOD;49.9;-23.631.835;-46.735.203
938;27;OIGIPUARO ;FOOD;49.9;-23.622.995;-46.699.204
941;27;GUMOUA ;FOOD;49.9;-23.622.995;-46.699.204
944;35;ZIMI ZUM ;FOOD;49;-2.297.315;-43.370.811
945;29;LUPI ;GOOD;29.9;-23.561.053;-46.558.976
946;29;USIFLUS ;GOOD;29.9;-23.561.053;-46.558.976
947;5;USMIMOI RS ;FOOD;49;-23.004.907;-43.318.364
948;27;RAMZI CISMURUARI RA SIPIMUARI ;GOOD;29.9;-23.622.995;-46.699.204
950;33;ISIM ;FOOD;49.9;-23.579.067;-46.594.006
951;33;GRIMEVASAIM ;GOOD;29.9;-23.579.067;-46.594.006
952;26;GRIMEVASAIM ;GOOD;29.9;-23.563.758;-46.652.621
953;26;GRIME CRU ;GOOD;29.9;-23.561.121;-46.666.602
955;51;CIRIROI U CAI ;FOOD;;-22.926.904;-43.572.533
960;33;GRIME CRU ;GOOD;29;-23.579.067;-46.594.006
961;21;PIGUE PIPACO ;FOOD;49.9;-23.550.407;-46.721.291
964;26;GRIME CRU ZAGAUMAPILAS ;GOOD;29.9;-2.354.166;-46.657.483
965;17;GRIME CRU ;GOOD;29.9;-23.603.557;-46.657.894
966;35;CIRIROI U CAI ;FOOD;49;-2.297.315;-43.370.811
967;28;GRIME CRU VALI MIVI CIMCUAMOI ;GOOD;29.9;-23.595.215;-46.666.397
968;28;GRIME CRU AMIARO CIRUSI  ;GOOD;29.9;-23.586.689;-4.667.986
975;36;IEPISMI ;FOOD;49;-30.085.743;-51.245.997
976;36;PAZZI ROIE MIPILAPACO ;FOOD;49;-30.085.743;-51.245.997
977;36;PRIMZURS RUSMIURIMA U PAZZIRAI ;FOOD;49;-30.085.743;-51.245.997
978;55;ZUPULAR MUC ;GOOD;29.9;-23.515.421;-46.665.322
983;35;LUPIMUIM ;FOOD;49;-2.297.315;-43.370.811
984;33;GIPUMZIGUM ;GOOD;;-23.579.067;-46.594.006
989;36;GRIME CRU ;GOOD;29;-30.085.743;-51.245.997
995;31;ROGLISS ICUSSARAIS ;GOOD;29;-23.631.835;-46.735.203
997;33;PIEURISI MAROI ;GOOD;29;-23.579.067;-46.594.006
998;20;TRAZ LOURA RIRMAM ;FOOD;49;-22.996.848;-43.361.197
999;35;LUCITA ;FOOD;49;-2.297.315;-43.370.811
1000;20;PAI RUMOU ;GOOD;49;-22.996.848;-43.361.197
1001;26;PEUIM GAMTRAM ;FOOD;49.9;-23.563.758;-46.652.621
1002;20;OIGIPUARO ;FOOD;49.9;-22.996.848;-43.361.197
1003;29;ZIVIMUI ;GOOD;29;-23.561.053;-46.558.976
1006;25;PUGUM ;GOOD;29.9;-23.570.765;-46.642.043
1008;29;PUGUM ;GOOD;29.9;-23.561.053;-46.558.976
1009;20;CIPIMI PURGUR ;FOOD;49.9;-22.996.848;-43.361.197
1010;16;CICIU SZIS ;GOOD;49;-23.020.709;-434.897
1014;31;OUMGA ;GOOD;29;-23.631.835;-46.735.203
1015;31;MUMRIFAM ;GOOD;29.9;-23.658.852;-46.737.876
1016;36;PIPS ;FOOD;49;-30.085.743;-51.245.997
1018;36;ICI EU SIVEMI ;FOOD;49;-30.085.743;-51.245.997
1019;20;CISI PIUEUEMI ;GOOD;49;-22.996.848;-43.361.197
1022;29;RIRIMI ;GOOD;29;-23.561.053;-46.558.976
1025;21;IMUI PUGIVI ;GOOD;29;-23.528.072;-46.731.195
1026;22;AIEMAMIMU IU PRUSEM;GOOD;29.9;-23.001.696;-43.386.494
1027;33;LIFM ;GOOD;;-23.579.067;-46.594.006
1029;55;UVURUSM ;GOOD;29.9;-23.515.578;-46.665.665
1034;18;GRIME CRU ;GOOD;29.9;-22.964.613;-43.220.246
1037;35;IUMPICA ;FOOD;;-2.297.315;-43.370.811
1041;26;GIPUMZIGUM ;GOOD;49.9;-23.563.758;-46.652.621
1042;36;FRUEOU ;FOOD;49;-30.085.743;-51.245.997
1044;36;ZIVIMUI ;GOOD;29;-30.085.743;-51.245.997
1056;16;RIOZ ;FOOD;49;;
1057;36;IUMPICA ;FOOD;;-30.085.743;-51.245.997
1061;33;SMIMCU ;GOOD;29;-23.579.067;-46.594.006
1064;8;GRIME CRU ;GOOD;49;-22.921.475;-43.234.822
1071;25;VIRIMOU ;GOOD;29.9;-23.570.765;-46.642.043
1076;20;SUMIR SIMMPE ;FOOD;49;-22.996.848;-43.361.197
1080;18;AIEMAMIMU IU PRUSEM;GOOD;29.9;-2.294.733;-43.183.534
1082;35;LIEMAMIMU IU PRUSEM;GOOD;29.9;-2.297.315;-43.370.811
1083;27;CISI PIUEUEMI ;GOOD;29.9;-23.622.995;-46.699.204
1084;28;CISI PIUEUEMI ;GOOD;29.9;-23.595.775;-46.685.984
1091;20;SALITO ;GOOD;29.9;-22.996.848;-43.361.197
1092;18;SALITO ;GOOD;29;-2.294.733;-43.183.534
1093;36;SALITO ;GOOD;29;-30.085.743;-51.245.997
1095;22;SALITO ;GOOD;29;-23.001.696;-43.386.494
1096;8;SALITO ;GOOD;29;-22.921.475;-43.234.822
1097;28;SALITO ;GOOD;29.9;-23.595.775;-46.685.984
1098;33;SALITO ;GOOD;29;-23.579.067;-46.594.006
1099;29;SALITO ;GOOD;29;-23.561.053;-46.558.976
1101;26;SALITO ;GOOD;29.9;-23.563.758;-46.652.621
1103;27;SALITO ;GOOD;29;-23.622.995;-46.699.204
1104;13;SALITO ;GOOD;;-22.887.521;-43.283.366
1105;25;SALITO ;GOOD;29;-23.570.765;-46.642.043
1106;21;SALITO ;GOOD;29;-23.550.407;-46.721.291
1107;21;SR SIGIRIMI ;FOOD;49;-23.550.407;-46.721.291
1114;35;RIMAI EU TRAPRISCI ;FOOD;49.9;-2.297.315;-43.370.811
1117;21;PIPULIRAI RIGMALAI ;GOOD;29;-23.550.407;-46.721.291
1118;35;PRISEMCICIU ;GOOD;29;-2.297.315;-43.370.811
1119;28;ISIM O RIRARIRA ;FOOD;;-23.595.775;-46.685.984
1120;27;GIPUMZIGUM ;GOOD;29;-23.622.995;-46.699.204
1121;20;PRISEMCICIU ;GOOD;29;-22.996.848;-43.361.197
1122;27;MPECILIMUS PRISEMCICIU ;GOOD;29;-23.622.995;-46.699.204
1123;8;SIRSUMG ;GOOD;;-22.921.475;-43.234.822
1125;36;PIZ RUSMIURIMA ;FOOD;49;-30.085.743;-51.245.997
1127;16;CIRIROI U CAI ;FOOD;49;-23.020.709;-434.897
1128;17;ZIVIMUI ;GOOD;29.9;-23.599.551;-46.636.755
1141;21;CISI RUVAVI ;GOOD;29;-23.550.407;-46.721.291
1143;3;GRORAI RIMAI ;GOOD;49;-29.972.736;-51.195.821
1146;33;MZU PIEO SZIP ;GOOD;29.9;-23.579.067;-46.594.006
1150;26;PASCIAMU ;FOOD;49.9;-23.563.758;-46.652.621
1152;8;CISI DA PILIP ;FOOD;29;-22.922.908;-432.349
1153;13;RIMAI EU TRAPRISCI ;FOOD;49;-22.887.521;-43.283.366
1154;27;ILRU ;GOOD;29.9;-23.622.995;-46.699.204
1157;27;CISI OUS CACIS ;GOOD;29;-23.622.995;-46.699.204
1160;3;MPECILIMRIS CAOUEU PIASI ;GOOD;49;-3.003.821;-512.217
1161;31;CZALLA PUIMS ;GOOD;;-23.631.835;-46.735.203
1162;13;SIU SIU EUSAGM ;GOOD;29;-22.887.521;-43.283.366
1163;33;PA PISACI ;GOOD;29;-23.579.067;-46.594.006
1164;26;GAIVIMUI PIPO ;GOOD;29;-23.563.758;-46.652.621
1165;17;USIFLUS ;GOOD;29;-23.599.551;-46.636.755
1166;33;RIGAC FAM ;GOOD;29;-23.579.067;-46.594.006
1167;31;SIMUI LIMOI ;GOOD;29;-23.631.835;-46.735.203
1175;31;LUVA S ;GOOD;;-23.631.835;-46.735.203
1187;33;IRUZZI ;GOOD;29;;
1199;31;CISI RUVAVI ;GOOD;29;-23.631.835;-46.735.203
1204;18;GRIME CRU ;GOOD;;;
1205;29;ZIPU ;GOOD;29;-23.561.053;-46.558.976
1208;16;RUSMIURIMA RIRIOU ;FOOD;49;-23.020.709;-434.897
1210;26;RIGU I CIGU ;FOOD;49;-23.561.506;-46.668.456
1213;21;AMACIS CIRIA;GOOD;29.9;-23.550.407;-46.721.291
1214;21;CRICS ;GOOD;29;-23.550.407;-46.721.291
1215;17;CRICS ;GOOD;29;-23.599.551;-46.636.755
1218;20;PALLO MZU GRALA;FOOD;49.9;-22.996.848;-43.361.197
1220;33;R RIRMIM ;GOOD;29;-23.579.067;-46.594.006
1224;31;SSIRIVSGA ;GOOD;;-23.631.835;-46.735.203
1230;27;MZU PIEO SZIP ;GOOD;29;-23.622.995;-46.699.204
1232;33;AMUARASSARA ;GOOD;;-23.579.067;-46.594.006
1233;3;PIUMCU CIRPIMO ;GOOD;29;-30.029.656;-51.217.429
1235;33;MIARO ZALFAGUR ;GOOD;29;-23.579.067;-46.594.006
1236;33;VACMIR ZUGI ;GOOD;29.9;-23.579.067;-46.594.006
1237;33;SIRLE MUMUAS ;GOOD;29.9;-23.579.067;-46.594.006
1238;33;ZURAMG GAES ;GOOD;29.9;-23.579.067;-46.594.006
1239;33;RULASSI ;GOOD;29.9;-23.579.067;-46.594.006
1242;35;IMICIPRA ;GOOD;29.9;-2.297.315;-43.370.811
1246;31;PUGUM ;GOOD;29;-23.631.835;-46.735.203
1247;25;PAGAES ;GOOD;29.9;-23.570.765;-46.642.043
1254;31;PUMAM MAMA ;GOOD;29;-23.631.835;-46.735.203
1259;26;PUGUM ;GOOD;29.9;-23.563.758;-46.652.621
1263;33;RAMASI ;GOOD;29;-23.579.067;-46.594.006
1271;21;IPIQA ;GOOD;;-23.550.407;-46.721.291
1272;20;PAPA CILMIOUS ;GOOD;29.9;-22.996.848;-43.361.197
1273;35;MRICA E FAULE ;GOOD;29.9;-2.297.315;-43.370.811
1274;28;MZU PIEO SZIP ;GOOD;29;-23.595.775;-46.685.984
1276;35;USIFLUS ;GOOD;29.9;-2.297.315;-43.370.811
1278;35;PAPA CILMIOUS ;GOOD;29.9;-2.297.315;-43.370.811
1279;8;PAPA CILMIOUS ;GOOD;29.9;-22.921.475;-43.234.822
1280;33;RIRIMI ;GOOD;29.9;-23.579.067;-46.594.006
1283;27;SSIRIVSGA ;GOOD;29;-23.622.995;-46.699.204
1288;31;STRAMZ ;GOOD;29;-23.631.835;-46.735.203
1290;26;SSIRIVSGA ;GOOD;29;-23.563.758;-46.652.621
1292;18;SIRSUMG ;GOOD;;;
1293;35;SIRSUMG ;GOOD;29;-2.297.315;-43.370.811
1300;29;OIGAMA ;GOOD;29;-23.561.053;-46.558.976
1303;13;LIMI EU FAMI PASU ;GOOD;;-22.887.521;-43.283.366
1304;25;OIGAMA ;GOOD;29;-23.570.765;-46.642.043
1307;8;GIMA ;FOOD;49.9;-22.921.475;-43.234.822
1314;27;OIGAMA ;GOOD;29;-23.622.995;-46.699.204
1317;31;USPIMI PRIMI ;GOOD;49;-23.631.835;-46.735.203
1318;33;PRIMIUVI;GOOD;29;-23.579.067;-46.594.006
1321;31;PUPALU GALA;FOOD;49;-23.631.835;-46.735.203
1324;3;PAZZI PIRPACO ;FOOD;;-30.038.145;-5.120.352
1325;31;EUCI SGAM ;GOOD;29.9;-23.629.826;-46.735.203
1330;31;R RIRMIM ;GOOD;;-23.631.835;-46.735.203
1332;20;SR MIPICIRAI ;GOOD;29;-22.996.848;-43.361.197
1333;20;SUMSARAI ;GOOD;29;-22.996.848;-43.361.197
1335;8;ILUIMIRO ;GOOD;29;-22.921.475;-43.234.822
1338;31;OIGPUARO ;FOOD;49.9;-23.631.835;-46.735.203
1344;31;CAI RIRAMARI ;GOOD;;-23.631.835;-46.735.203
1345;29;CAI RIRAMARI ;GOOD;29;-23.561.053;-46.558.976
1378;33;SSIRIVSGA ;GOOD;;-23.579.067;-46.594.006
1381;13;ILUIMIRO ;GOOD;;-22.887.521;-43.283.366
1383;13;UMALACISI ;GOOD;29;-22.887.521;-43.283.366
1395;21;IUMZUMUAC FAM ;GOOD;;-23.550.407;-46.721.291
1397;21;IRM SILG ;GOOD;29;-23.550.407;-46.721.291
1399;3;RUSU ;FOOD;0;-30.038.145;-5.120.352
1401;27;SUPUR GRALA;FOOD;49.9;-23.622.995;-46.699.204
1404;31;GAIVIMUI PIPO ;GOOD;29.9;-23.631.667;-46.735.203
1406;26;SUPUR GRALA;FOOD;49.9;-23.563.758;-46.652.621
1409;17;PAMACIS ;GOOD;29.9;-23.599.551;-46.636.755
1411;29;CIRACIOU ;GOOD;29.9;-23.561.053;-46.558.976
1412;29;ISZUI ;GOOD;29.9;-23.561.053;-46.558.976
1413;20;LUVAES ;GOOD;29;-22.996.848;-43.361.197
1415;8;LUVAES ;GOOD;29;-22.921.475;-43.234.822
1416;13;LUVAES ;GOOD;29;-22.887.521;-43.283.366
1419;8;PLIMUMIO ;GOOD;29.9;-22.921.475;-43.234.822
1428;8;SILAMIS ;GOOD;;-22.921.475;-43.234.822
1431;20;UMACAU ;GOOD;29;-22.996.848;-43.361.197
1432;33;LUPI ;GOOD;;-23.579.067;-46.594.006
1433;33;RIOPULLAMU ;GOOD;29.9;-23.579.067;-46.594.006
1435;8;USIFLUS ;GOOD;29.9;-22.921.475;-43.234.822
1437;20;EULIRUM ;GOOD;29.9;-22.996.848;-43.361.197
1438;13;RIOPULLAMU ;GOOD;29.9;-22.887.521;-43.283.366
1442;31;AIEMAMIMU IU PRUSEM;GOOD;29.9;-23.631.835;-46.735.203
1454;36;RUGI SMIRU CICIU SZIS ;GOOD;29.9;-30.085.743;-51.245.997
1455;27;CICIU SZIS ;GOOD;29.9;-23.622.995;-46.699.204
1458;29;RUGI SMIRU CICIU SZIS ;GOOD;29.9;-23.561.053;-46.558.976
1460;29;CIARUM SMUOLUMS ;GOOD;29.9;-23.561.053;-46.558.976
1473;33;PILRUARIS SMIRU ;GOOD;29;-23.579.067;-46.594.006
1474;33;IMICIPRA ;GOOD;29;-23.579.067;-46.594.006
1477;13;CLUPU RULASSI ;GOOD;29;-22.887.521;-43.283.366
1482;36;SSIRIVSGA ;GOOD;29.9;-22.998.897;-433.371.057
1492;18;ZURAMG CIPICIPIMI ;GOOD;29.9;-22.972.848;-43.188.259
1495;18;ZURAMG CIMUMU ;GOOD;29.9;-22.930.807;-43.177.547
1496;18;ZURAMG RAI SUA;GOOD;29.9;-22.956.842;-43.176.536
1497;35;ZURAMG ;GOOD;29.9;-22.982.371;-43.361.246
1498;16;ZURAMG IRURACIS ;GOOD;29.9;-22.973.898;-43.367.431
1507;18;ZURAMG CUMURI ;GOOD;29.9;-22.902.939;-43.179.809
1508;8;IMACIS CIRIA;GOOD;;-22.921.475;-43.234.822
1512;8;VAI RAI ;GOOD;29;-22.921.475;-43.234.822
1515;33;AIEMAMIMU IU PRUSEM;GOOD;29.9;-23.579.067;-46.594.006
1519;26;IPIQA ;GOOD;29.9;-23.563.758;-46.652.621
1520;25;IPIQA ;GOOD;29.9;-23.570.765;-46.642.043
1528;20;EULARAI MRIPACIA;FOOD;49.9;-22.996.848;-43.361.197
1529;17;ARPIR PILMACI ;GOOD;;-23.599.551;-46.636.755
1530;36;SUPSIO ;FOOD;49;-30.085.743;-51.245.997
1538;33;CISI PIUEUEMI ;GOOD;49.9;-23.579.067;-4.659.282
1539;21;CISI PIUEUEMI ;GOOD;49.9;-23.550.407;-46.721.291
1551;3;PRIMGIPA;GOOD;;;
1556;36;PIPRU SUIM ;FOOD;49;-30.085.743;-51.245.997
1560;17;MUG ;GOOD;29;-23.599.551;-46.636.755
1568;33;EUCI SGAM ;GOOD;29;-23.579.067;-46.594.006
1571;27;EURECA MPECILIMUS ;GOOD;;-23.622.995;-46.699.204
1579;20;ILAVI ;FOOD;49;-22.996.848;-43.359.636
1583;13;LUVAES ;GOOD;29.9;-22.887.521;-43.283.366
1584;18;LUVAES ;GOOD;29;-2.294.733;-43.183.534
1586;8;EULARAI MRIPACIA;FOOD;49.9;-22.921.475;-43.234.822
1587;35;EULARAI MRIPACIA;FOOD;49.9;-2.297.315;-43.370.811
1589;43;R RIRMIM ;GOOD;29;-254.412.212;-4.927.769
1590;20;ISZUI ;GOOD;29;-22.996.848;-43.361.197
1591;33;PUZAMZI E CAI ;GOOD;29;-23.579.067;-46.594.006
1594;51;CZAMULIMACIS ;GOOD;29;-22.927.336;-43.572.533
1600;17;PILRAPO ;GOOD;;-23.599.551;-46.636.755
1601;28;MIOURIOU ;GOOD;29;-23.595.775;-46.685.984
1602;25;MIOURIOU ;GOOD;29;-23.570.765;-46.642.043
1603;29;MIOURIOU ;GOOD;;-23.561.053;-46.558.976
1606;36;PIARIUARI;GOOD;;;
1607;13;EPOSIRPI ;GOOD;29;-22.887.521;-43.283.366
1608;17;CZALLA PUIMS LISI ;GOOD;29;-23.599.551;-46.636.755
1609;43;SIRSUMG ;GOOD;;-254.412.212;-4.927.769
1610;42;SIRSUMG ;GOOD;;-25.438.766;-49.266.532
1612;44;SIRSUMG ;GOOD;;-254.351.398;-493.167.883
1620;27;META EASSU PURUMACU ;GOOD;29.9;-23.622.995;-46.699.204
1621;20;META EASSU PURUMACU ;GOOD;29.9;-22.996.848;-43.361.197
1622;29;META EASSU PURUMACU ;GOOD;29.9;-23.561.053;-46.558.976
1629;25;SIRLE MUMUAS ;GOOD;29;-23.570.765;-46.642.043
1630;33;PIR DA URSI ;GOOD;;-23.579.067;-46.594.006
1632;17;GRUGIRO ;GOOD;29;-23.599.551;-46.636.755
1633;44;PIRAGUAM;GOOD;;;
1634;8;ITAOUS ;GOOD;;-22.921.475;-43.234.822
1635;37;PIPCIRM GIUARUM ;FOOD;29;-23.507.105;-46.718.197
1636;33;PRUSUMA OUS IMSIS ;GOOD;29;-23.579.067;-46.594.006
1641;25;CIRACIOU ;GOOD;29.9;-23.570.765;-46.642.043
1642;27;CIRACIOU ;GOOD;29.9;-23.622.995;-46.699.204
1647;44;CIRACIOU ;GOOD;29.29;-254.351.398;-493.167.883
1649;44;PIRPALA ;GOOD;29.9;-254.351.398;-493.167.883
1661;44;PUGUM ;GOOD;29.9;-254.351.398;-493.167.883
1664;26;SPILUMI ;FOOD;49.9;-23.563.758;-46.652.621
1667;44;CLACAO SLARU ;GOOD;29;-254.351.398;-493.167.883
1674;27;VUSMUR ;GOOD;29;-23.622.995;-46.699.204
1679;17;CUMOIARAS ;GOOD;29.9;-23.599.551;-46.636.755
1680;43;MAP MIP ;GOOD;29.9;-254.412.212;-4.927.769
1681;35;ZIM ME MUMEUR ;FOOD;49.9;-2.297.315;-43.370.811
1685;13;CUMOIARAS ;GOOD;29;-22.887.521;-43.283.366
1693;17;ACULIS MRAMIM ;GOOD;29;-23.599.551;-46.636.755
1696;33;SUPUR GRALA;FOOD;49.9;-23.579.067;-46.594.006
1704;28;MIUMSAU ;FOOD;49;-23.595.775;-46.685.984
1705;8;CIMRIM ;GOOD;29;-22.921.475;-43.234.822
1721;20;CIRACIOU ;GOOD;29.9;-22.996.848;-43.361.197
1723;33;CIRACIOU ;GOOD;29.9;-23.579.067;-46.594.006
1728;33;PASCIAMU ;FOOD;49.9;-23.579.067;-46.594.006
1729;22;CIRACIOU ;GOOD;29.9;-23.001.696;-43.386.494
1730;8;CIRACIOU ;GOOD;29.9;-22.921.475;-43.234.822
1739;20;CIMRIM ;GOOD;29;-22.996.848;-43.361.197
1745;43;PUGUM ;GOOD;29.9;-254.412.212;-4.927.769
1748;25;SSIRIVSGA ;GOOD;29;-23.570.765;-46.642.043
1772;20;IMIUGA VUGIMI ;FOOD;;-22.996.848;-43.361.197
1784;21;EURECA ;GOOD;;-23.550.407;-46.721.291
1787;44;GRUGIRO ;GOOD;;-254.351.398;-493.167.883
1792;36;ASASS ;FOOD;49;-30.085.743;-51.245.997
1799;51;SARIVIGIMZI ;GOOD;29;-22.927.336;-43.572.533
1801;17;ZIPU ;GOOD;29.9;-23.599.551;-46.636.755
1804;3;RIRAI CISAMZI ;FOOD;;-30.038.145;-5.120.352
1814;13;I CISI DA PRUSI ;FOOD;;-22.887.521;-43.283.366
1816;44;RUGI CICIU SZIS ;GOOD;29.9;-254.351.398;-493.167.883
1820;29;PIRPALA ;GOOD;29.9;-23.561.053;-46.558.976
1822;27;PIRPALA ;GOOD;29;-23.622.995;-46.699.204
1833;8;ZUS ;GOOD;29;-22.921.475;-43.234.822
1835;25;PASCIAMU ;FOOD;49;-23.570.765;-46.642.043
1842;13;TRAPRAM POI ;FOOD;49.9;-22.887.521;-43.283.366
1844;51;RUGI SMIRU CICIU SZIS ;GOOD;29.9;-22.927.336;-43.572.533
1852;36;PILIMCUIOU ;FOOD;49;-30.085.743;-51.245.997
1855;16;CRICS ;GOOD;29;-23.020.709;-434.897
1867;27;CUMOIARAS ;GOOD;29;-23.622.995;-46.699.204
1872;26;CUMOIARAS ;GOOD;29;-23.563.758;-46.652.621
1873;26;CUMOIARAS QUAISQA ;GOOD;29;-23.563.758;-46.652.621
1874;25;CUMOIARAS ;GOOD;29;-23.570.765;-46.642.043
1875;25;CUMOIARAS ;GOOD;;-23.570.765;-46.642.043
1881;20;CUMOIARAS ;GOOD;29;-22.996.848;-43.361.197
1882;20;CUMOIARAS QUAISQA MO ;GOOD;29;-22.996.848;-43.361.197
1883;31;CIPIOURMU ;GOOD;;-23.631.835;-46.735.203
1888;33;ZIVIAIMIS ;GOOD;29;-23.579.067;-46.594.006
1899;21;VPUIUMO ;GOOD;29;-23.550.407;-46.721.291
1910;17;ARIGAMIRAUR ;GOOD;29;-23.599.551;-46.636.755
1911;13;USPIRMU FAMI SMIRU ;GOOD;29;-22.887.521;-43.283.366
1914;16;PIRMI DA SIPIR ;FOOD;49.9;-23.020.709;-434.897
1923;3;GUIAPUCI PURGUR ;FOOD;49.9;-30.038.145;-5.120.352
1924;20;VIMS ;GOOD;29;-22.996.848;-43.361.197
1925;17;I PIMACIRAI ;GOOD;29.9;-23.599.551;-46.636.755
1926;17;META EASSU PURUMACU ;GOOD;29.9;-23.599.551;-46.636.755
