store_id;hub_id;store_name;store_segment;store_plan_price;store_latitude;store_longitude
1928;44;SIZMUO RICAUMS ;FOOD;49.9;-254.351.398;-493.167.883
1930;20;USPUMUI CIRAICI ;FOOD;49.9;-22.996.848;-43.361.197
1940;31;PAMACIS ;GOOD;19.9;-23.631.835;-46.735.203
1964;13;LUEMIS MOIM ;GOOD;29;-22.887.521;-43.283.366
1967;43;RIRIMI ;GOOD;29.9;-254.412.212;-4.927.769
1981;13;LIFM ;GOOD;;-22.887.521;-43.283.366
1984;43;SUSZAIGA ;FOOD;49.9;-254.412.212;-4.927.769
1987;20;PIRPALA ;GOOD;29;-22.996.848;-43.361.197
1992;43;CZALLA PUIMS ;GOOD;29;-254.412.212;-4.927.769
1996;51;META EASSU PURUMACU ;GOOD;29.9;-22.927.336;-43.572.533
1997;18;META EASSU PURUMACU ;GOOD;29.9;-2.294.733;-43.183.534
1999;43;META EASSU PURUMACU ;GOOD;29.9;-254.412.212;-4.927.769
2002;44;META EASSU PURUMACU ;GOOD;29.9;-254.351.398;-493.167.883
2006;18;LUVAES ;GOOD;29;-2.294.733;-43.183.534
2007;26;ZIVIMUI ;GOOD;29.9;-23.563.758;-46.652.621
2008;8;META EASSU PURUMACU ;GOOD;29.9;-22.921.475;-43.234.822
2012;44;EURECA ;GOOD;29;-254.351.398;-493.167.883
2013;31;EURECA ;GOOD;29;-23.631.835;-46.735.203
2014;20;EURECA ;GOOD;29;-22.996.848;-43.361.197
2026;13;LU EUPAIMAR ;FOOD;49;-22.887.521;-43.283.366
2028;13;CZALLA PUIMS ;GOOD;29;-22.887.521;-43.283.366
2036;44;SUSZAIGA ;FOOD;49.9;-254.351.398;-493.167.883
2037;28;LUVAES ;GOOD;29;-23.595.775;-46.685.984
2043;31;IRUZZI ;GOOD;29.9;-23.631.835;-46.735.203
2047;17;LUVAS ;GOOD;29;-23.599.551;-46.636.755
2049;17;SIRLE MUMUAS ;GOOD;29.9;-23.599.551;-46.636.755
2050;33;IRUZZI ;GOOD;29.9;-23.579.067;-46.594.006
2052;13;AERUIR  ;GOOD;;-22.887.521;-43.283.366
2055;8;SIMUI LIMOI ;GOOD;29;-22.921.475;-43.234.822
2060;43;FIPRACI EA MPECILIMU ;FOOD;49.9;-254.412.212;-4.927.769
2061;42;FIPRACI EA MPECILIMU ;FOOD;49.9;-25.438.766;-49.266.532
2070;31;PA PISACI ;GOOD;29.9;-23.631.835;-46.735.203
2073;21;PIMOURI ;GOOD;29;-23.550.407;-46.721.291
2074;42;PUPALU RAS ;FOOD;49.9;-25.438.766;-49.266.532
2078;13;MIRMUVAVI;GOOD;29.9;-22.887.521;-43.283.366
2079;13;ARIGAMIRAUR ;GOOD;29.9;-22.887.521;-43.283.366
2080;8;SIRGU PASMPEOL ;GOOD;29;-22.921.475;-43.234.822
2097;33;CICIU SZIS ;GOOD;29;-23.579.067;-46.594.006
2109;21;ZIVIAIMIS ;GOOD;29;-23.550.407;-46.721.291
2110;27;CRAIRAGIS ;GOOD;29;-23.622.995;-46.699.204
2112;51;PIMRIMA ;FOOD;49.9;-22.926.904;-43.572.533
2118;8;ZIPU ;GOOD;29;-22.921.475;-43.234.822
2136;27;CAI RIRAMARI ;GOOD;29.9;-23.622.995;-46.699.204
2137;33;RUSURVI ;GOOD;29.9;-23.579.067;-46.594.006
2138;33;QUAGSALVUR ;GOOD;29;-23.579.067;-46.594.006
2139;33;EAVAMI FIGOI ;FOOD;49.9;-23.579.067;-4.659.282
2142;43;ILZI I TRAPRIS ;FOOD;49.9;-254.412.212;-4.927.769
2149;43;VUG U LUV ;FOOD;49.9;-254.412.212;-4.927.769
2150;31;IRMU UR RUMILZIS ;GOOD;29;-23.631.835;-46.735.203
2156;43;RO PISMUAS ;FOOD;49.9;-254.412.212;-4.927.769
2161;28;EAVAMI FIGOI ;FOOD;49.9;-23.595.775;-46.685.984
2167;25;CIPIOURMU ;GOOD;29;-23.570.765;-46.642.043
2168;17;IMICIPRA ;GOOD;29.9;-23.599.551;-46.636.755
2169;31;AMACI RAMIMA ;GOOD;;-23.631.835;-46.735.203
2170;37;SIZMUO RICAUMS ;FOOD;49.9;-23.507.105;-46.718.197
2181;13;LILI CISRUMACS ;GOOD;29;-22.887.521;-43.283.366
2188;44;RO PISMUAS ;FOOD;49.9;-254.351.398;-493.167.883
2189;42;RO PISMUAS ;FOOD;49.9;-25.438.766;-49.266.532
2193;21;RIOPULLAMU ;GOOD;;-23.550.407;-46.721.291
2198;13;AZASSARI ;GOOD;29;-22.887.521;-43.283.366
2211;35;IMRISFURI SPIRM MUMRAMAIM ;GOOD;29.9;-2.297.315;-43.370.811
2216;18;PAMACIS ;GOOD;29.9;-2.294.733;-43.183.534
2221;33;MUG ;GOOD;29;-23.579.067;-46.594.006
2229;42;MUG ;GOOD;29;-25.438.766;-49.266.532
2233;31;MAP MIP ;GOOD;29.9;-23.629.826;-46.735.203
2244;17;PUGUM ;GOOD;29.9;-23.599.551;-46.636.755
2249;20;EU POI MI ILRIMI ;FOOD;0;-22.996.848;-43.359.636
2257;42;LOI CISROMACIS ;GOOD;29;-25.438.766;-49.266.532
2260;44;CZALLA PUIMS ;GOOD;29;-254.351.398;-493.167.883
2261;43;LOI CISROMACIS ;GOOD;29;-254.412.212;-4.927.769
2264;33;MAP MIP ;GOOD;;-23.579.067;-46.594.006
2267;17;SIZ DA IMIA ;FOOD;49.9;-23.599.551;-46.636.755
2270;73;LIGGAPLUS;FOOD;;;
2274;27;LILI CISRUMACS ;GOOD;;-23.622.995;-46.699.204
2275;20;LILI CISRUMACS ;GOOD;29;-22.996.848;-43.361.197
2276;28;LILI CISRUMACS ;GOOD;29;-23.595.775;-46.685.984
2278;51;IPA EMUOU ;GOOD;;;
2292;37;AIEMAMIMU IU PRUSEM;GOOD;29;-23.507.105;-46.718.197
2306;13;ZIVIAIMIS ;GOOD;;-22.887.521;-43.283.366
2311;13;PAGAES ;GOOD;29.9;-22.887.521;-43.283.366
2313;36;IPALUPAES ;FOOD;49;-30.085.743;-51.245.997
2317;37;SIRSUMG ;GOOD;0;-23.507.105;-46.718.197
2326;37;CLUPU RULASSI ;GOOD;;-23.507.105;-46.718.197
2354;13;RIOIAMRUEUA;FOOD;49.9;-22.887.521;-43.283.366
2355;17;URPARAI IEUGI PULIMIS ;GOOD;29;-23.581.713;-4.664.582
2356;8;CAI RIRAMARI ;GOOD;29.9;-22.921.475;-43.234.774
2390;8;SIRLE MUMUAS ;GOOD;;-22.921.475;-43.234.822
2398;27;EAVAMI FIGOI ;FOOD;49.9;-23.622.995;-46.699.204
2400;75;CLUPU RULASSI ;GOOD;29.9;-25.477.073;-4.928.966
2403;42;CLUPU RULASSI ;GOOD;;-25.438.766;-49.266.532
2404;43;CLUPU RULASSI ;GOOD;29.9;-254.412.212;-4.927.769
2413;51;RE GULIMURAI ;FOOD;;-22.927.336;-43.572.533
2414;75;CAI DA PUERI ;GOOD;29;-25.477.073;-4.928.966
2425;33;CMS ;GOOD;;-23.579.067;-46.594.003
2429;44;PUPALU RAS MUI ;FOOD;;-254.351.398;-493.167.883
2432;42;MUMUO PIVIRAIM ;FOOD;29.9;-25.438.766;-49.266.532
2433;75;MUMUO PIVIRAIM ;FOOD;29.9;-25.477.073;-4.928.966
2434;75;MZU PIEO SZIP ;GOOD;;-25.477.073;-4.928.966
2436;75;ZURAMG GAES ;GOOD;29.9;-25.477.073;-4.928.966
2439;37;PAZZI ZUM ;FOOD;49.9;-23.507.105;-46.718.197
2447;13;CISIS PUERI ;GOOD;29.9;-22.886.774;-43.283.164
2451;13;SUSMAMA ;GOOD;;-22.887.521;-43.283.366
2459;44;EUCI SGAM ;GOOD;29;-254.351.398;-493.167.883
2463;75;RIRG LISUR PURSIMILAMO ;GOOD;;-25.477.073;-4.928.966
2465;28;CIMSMIMCU ;GOOD;;-23.595.775;-46.685.984
2466;37;LUVAES ;GOOD;;-23.507.105;-46.718.197
2468;26;AIEMAMIMU IU PRUSEM;GOOD;29.9;-23.563.758;-46.652.621
2471;75;SIRSUMG ;GOOD;;-25.477.073;-4.928.966
2479;37;IRUZZI ;GOOD;29.9;-23.507.105;-46.718.197
2480;27;CLUPU RULASSI ;GOOD;29;-23.622.995;-46.699.204
2482;31;LICISMU ;GOOD;29;-23.631.835;-46.735.203
2489;75;CIRACIOU ;GOOD;29.9;-25.477.073;-4.928.966
2500;51;CEI ;GOOD;;-22.927.336;-43.572.533
2505;13;IRUZZI ;GOOD;29;-22.887.521;-43.283.366
2518;21;EUCI SGAM QUAISQA ;GOOD;29;-23.550.407;-46.721.291
2529;27;EUCI SGAM ;GOOD;29;-23.622.995;-46.699.204
2541;51;GIMA ;FOOD;49;-22.927.336;-43.572.533
2542;20;EUCI SGAM ;GOOD;29;-22.996.848;-43.361.197
2543;20;EUCI SGAM ;GOOD;29;-22.996.848;-4.335.981
2545;29;EUCI SGAM ;GOOD;29;-23.561.053;-46.558.976
2559;51;PIARU ;FOOD;;-22.927.336;-43.572.533
2583;43;PRURAIMUI ;FOOD;49.9;-254.412.212;-4.927.769
2587;75;PEC PILIS ;FOOD;49;-25.477.073;-4.928.966
2595;8;USPIRMU FAMI SMIRU ;GOOD;;-22.921.475;-43.234.774
2604;21;GIPUMZIGUM ;GOOD;;-23.550.407;-46.721.291
2640;27;CZALLA PUIMS ;GOOD;29;-23.622.995;-46.699.204
2645;31;GRIME CRU ;GOOD;29.9;-23.629.826;-46.735.203
2658;75;LUI CISRUMACIS ;GOOD;29;-25.477.073;-4.928.966
2661;75;RALGLIMEAI ;GOOD;29;-25.477.073;-4.928.966
2664;75;ZIVIMUI ;GOOD;29;-25.477.073;-4.928.966
2700;26;MZU SUACU LIP ;FOOD;49.9;-23.563.758;-46.652.621
2703;75;MPECILIMUS PRISEMCICIU ;GOOD;29;-25.477.073;-4.928.966
2710;75;ZIVIAIMIS ;GOOD;29;-25.477.073;-4.928.966
2730;44;TRAF VURGO ;FOOD;49;-254.351.398;-493.167.883
2732;35;RO PRISMAUS ;FOOD;49;-2.296.988;-43.370.811
2734;51;PALLO MZU GRALA;FOOD;49.9;-22.926.904;-43.572.533
2749;51;PALLO PURGAR ;FOOD;49.9;-22.927.336;-43.572.533
2754;28;IMO IMO ;GOOD;29;-23.595.215;-46.685.984
2756;29;IMO IMO ;GOOD;29;-23.561.053;-46.558.976
2764;44;RUG ICUSSIRAIS AMFIMUAS ;GOOD;29;-254.351.398;-493.167.883
2785;37;GIPUMZIGUM ;GOOD;29;-23.507.105;-46.718.197
2800;75;LIVAM ;GOOD;29;-25.477.073;-4.928.966
2812;31;EAVAMI FIGOI ;FOOD;49.9;-23.629.826;-46.735.203
2816;27;IMO IMO ;GOOD;29.9;-23.622.995;-46.699.204
2836;75;RO COIGAUS ;FOOD;49;-25.477.073;-4.928.966
2861;44;CISI PIUEUEMI ;GOOD;29;-254.351.398;-493.167.883
2863;36;URPIRAI USSUMZI ;GOOD;29.9;-30.085.743;-51.245.997
2872;13;RALGLIMEAI ;GOOD;29.9;-22.887.521;-43.283.366
2888;75;CISI PIUEUEMI ;GOOD;0;-25.477.073;-4.928.966
2891;75;CISAMZI LIVURS ;FOOD;49;-25.477.073;-4.928.966
2894;42;LIVAIM ;FOOD;49.9;-25.438.766;-49.266.532
2904;8;OUMZIZ ;GOOD;29;-22.921.475;-43.234.822
2908;36;IPALUPAES ERAMGS ;FOOD;49.9;-30.085.743;-51.245.997
2917;17;RIOPULLAMU ;GOOD;29;-23.599.551;-46.636.755
2933;8;CISI PIUEUEMI ;GOOD;;-22.921.475;-43.234.822
2948;42;GUIRGUES ;FOOD;49.9;-25.438.766;-49.266.532
2954;29;MICI PULA;FOOD;0;-23.561.053;-46.558.976
2955;20;MICI PULA;FOOD;0;-22.996.848;-4.335.981
2956;18;MICI PULA;FOOD;49.9;-2.294.733;-43.183.534
2958;35;MICI PULA;FOOD;0;-2.296.988;-43.370.811
2959;33;MICI PULA;FOOD;0;-23.579.067;-46.594.006
2960;27;MICI PULA;FOOD;0;-23.622.995;-46.699.204
2962;25;MICI PULA;FOOD;0;-235.707.484;-46.642.043
2963;17;MICI PULA;FOOD;0;-23.599.551;-46.636.755
2964;8;MICI PULA;FOOD;0;-22.921.475;-43.234.822
2971;51;AR FAM ;FOOD;49;-22.926.904;-43.572.533
2980;75;SUSZAIGA ;FOOD;49.9;-25.477.073;-4.928.966
3000;42;PIUARUR ;GOOD;29;-25.438.766;-49.266.532
3001;43;RULMACIASIS ;GOOD;29.9;-254.412.212;-4.927.769
3008;75;FRUG FRIZUM ;FOOD;49.9;-25.477.073;-4.928.966
3012;43;CISI PIUEUEMI ;GOOD;29.9;-254.412.212;-4.927.769
3016;18;RO PRISMAUS ;FOOD;49.9;-2.294.733;-43.183.534
3019;29;CISI PIUEUEMI ;GOOD;29;-23.561.053;-46.558.976
3021;43;CISI PILIME ;GOOD;49.9;-254.412.212;-4.927.769
3048;35;CRUPULICOS ;FOOD;49.9;-2.296.988;-43.370.811
3060;29;PIGUE PIPACO ;FOOD;49.9;-23.561.053;-46.558.976
3062;25;CISI PIUEUEMI ;GOOD;29;-23.570.169;-46.642.043
3063;20;RIARIMUA;GOOD;29;-22.996.848;-43.359.636
3068;37;PIGUE PIPACO ;FOOD;49.9;-23.507.105;-46.718.197
3070;17;PIGUE PIPACO ;FOOD;49.9;-23.599.551;-46.636.755
3071;31;PIGUE PIPACO ;FOOD;49.9;-23.631.835;-46.735.203
3077;75;PIP RU ;GOOD;29.9;-25.477.073;-4.928.966
3091;25;PIGUE PIPACO ;FOOD;49.9;-23.570.765;-46.642.043
3097;26;PIGUE PIPACO ;FOOD;49.9;-23.563.758;-46.652.621
3105;27;PIGUE PIPACO ;FOOD;49.9;-23.622.995;-46.699.204
3117;8;PIPS ;FOOD;49.9;-22.921.475;-43.234.822
3128;20;GAMGS ;GOOD;29.9;-22.996.848;-43.359.636
3162;37;RULMACIASIS ;GOOD;29.9;-23.507.105;-46.718.197
3172;44;ZIVIMUI ;GOOD;29;-254.351.398;-493.167.883
3182;51;MAR ;GOOD;29;-22.927.336;-43.572.533
3183;8;MAR ;GOOD;29;-22.921.475;-43.234.822
3185;13;MAR ;GOOD;29;-22.887.521;-43.283.366
3218;27;RUG ICUSSIRAIS AMFIMUAS ;GOOD;39;-23.622.995;-46.699.204
3222;20;PIRMI DA SIPIR ;FOOD;49.9;-22.996.848;-43.361.197
3230;42;SUSZA OIRI ;FOOD;49;-25.438.766;-49.266.532
3254;28;PIMOURUA;FOOD;49;-23.595.775;-46.685.984
3265;37;EAVAMI FIGOI ;FOOD;49.9;-23.507.105;-46.718.197
3279;44;SALITO ;GOOD;29;-254.351.398;-493.167.883
3284;31;MZU PIEO SZIP ;GOOD;29.9;-23.629.826;-46.735.203
